metric_id,metric_unit,asset_id,opc_ns,opc_id,notes
120A0LBC20CP901XQ01,bar,kgw,4,120 A0 LBC20 CP901%#_#%%#_#%XQ01,external - bar
120A0LBC20CT901ZQ12,°C,kgw,4,120 A0 LBC20 CT901%#_#%%#_#%ZQ12,external - °C
120A0LBC21FF001XQ01,t/h,kgw,4,120 A0 LBC21 FF001%#_#%%#_#%XQ01,external - t/h
120A0LBD00CE001XQ01,bar,kgw,4,120_A0_LBD00_CE001%#_#%%#_#%XQ01,Druckregelung 7bar
120A0LBE12AA001AXQ01,%,kgw,4,120 A0 LBE12 AA001A%#_#%%#_#%XQ01,external - %
120A0LBE12DP001XD,%,kgw,4,120 A0 LBE12 DP001%#_#%%#_#%XD,external - %
120A0LBE20FF001AZQ01,t/h,kgw,4,120 A0 LBE20 FF001A%#_#%%#_#%ZQ01,SUM STM-F 7bar - t/h
120A0LBE22AA001AXQ01,%,kgw,4,120 A0 LBE22 AA001A%#_#%%#_#%XQ01,external - %
120A0LBE22AA001XQ01,%,kgw,4,120 A0 LBE22 AA001%#_#%%#_#%XQ01,external - %
120A0LBE22CP001XQ01,bar,kgw,4,120 A0 LBE22 CP001%#_#%%#_#%XQ01,7bar Ost P STM - bar
120A0LBE22CT901XQ01,°C,kgw,4,120 A0 LBE22 CT901%#_#%%#_#%XQ01,7bar Ost T STM - °C
120A0LBE22FF001XQ01,t/h,kgw,4,120 A0 LBE22 FF001%#_#%%#_#%XQ01,7bar Ost STM-F - t/h
120A0LBE23CP001XQ01,bar,kgw,4,120 A0 LBE23 CP001%#_#%%#_#%XQ01,7bar z BASF P STM - bar
120A0LBE23CT001XQ01,°C,kgw,4,120 A0 LBE23 CT001%#_#%%#_#%XQ01,7bar z BASF T STM - °C
120A0LBE23FF001XQ01,t/h,kgw,4,120 A0 LBE23 FF001%#_#%%#_#%XQ01,7bar z BASF STM-F - t/h
120A0LBF00CE001XQ01,bar,kgw,4,120_A0_LBF00_CE001%#_#%%#_#%XQ01,RedStat 110 - 7bar
120A0LBF10AA001AXQ01,%,kgw,4,120 A0 LBF10 AA001A%#_#%%#_#%XQ01,external - %
120A0LBF10AA001XQ01,%,kgw,4,120 A0 LBF10 AA001%#_#%%#_#%XQ01,external - %
120A0LBF20AA001AXQ01,%,kgw,4,120 A0 LBF20 AA001A%#_#%%#_#%XQ01,external - %
120A0LBF20AA001XQ01,%,kgw,4,120 A0 LBF20 AA001%#_#%%#_#%XQ01,external - %
120A0LBY02DP001AXQ01,bar,kgw,4,120 A0 LBY02 DP001A%#_#%%#_#%XQ01,RedStat 110/7 Startdruck für Besicherung - bar
120A0LBY02DP001AXQ20,bar,kgw,4,120 A0 LBY02 DP001A%#_#%%#_#%XQ20,external - bar
120A0LBY03DP001XQ91,bar,kgw,4,120 A0 LBY03 DP001%#_#%%#_#%XQ91,external - bar
120A0LFN10DQ001XQ01,%,kgw,4,120 A0 LFN10 DQ001%#_#%%#_#%XQ01,external - %
120A0LFN20DQ001XQ01,%,kgw,4,120 A0 LFN20 DQ001%#_#%%#_#%XQ01,external - %
120A0QUA10CQ001XQ01,µS/cm,kgw,4,120 A0 QUA10 CQ001%#_#%%#_#%XQ01,external - µS/cm
120A0QUA10CQ002XQ01,PH,kgw,4,120 A0 QUA10 CQ002%#_#%%#_#%XQ01,external - PH
120A0QUA10CQ003XQ01,µS/cm,kgw,4,120 A0 QUA10 CQ003%#_#%%#_#%XQ01,external - µS/cm
120A1EKA10FF001BXQ01,Nm³/h,kgw,4,120 A1 EKA10 FF001B%#_#%%#_#%XQ01,Qn MU1 HD-Station - Nm³/h
120A1EKA20FF001BXQ01,Nm³/h,kgw,4,120 A1 EKA20 FF001B%#_#%%#_#%XQ01,Qn MU1 HD-Station - Nm³/h
120A1GHC11AA001XQ01,%,kgw,4,120_A1_GHC11_AA001%#_#%%#_#%XQ01,external - %
120A1MBB15CT080XQ50,delta C,kgw,4,120_A1_MBB15_CT080%#_#%%#_#%XQ50,external - delta C
120A1MBB15CT081XQ50,°C,kgw,4,120_A1_MBB15_CT081%#_#%%#_#%XQ50,external - °C
120A1MBB15CT082XQ50,delta C,kgw,4,120_A1_MBB15_CT082%#_#%%#_#%XQ50,external - delta C
120A1MBB15CT083XQ50,°C,kgw,4,120_A1_MBB15_CT083%#_#%%#_#%XQ50,external - °C
120A1MBB15CT084XQ50,°C,kgw,4,120_A1_MBB15_CT084%#_#%%#_#%XQ50,external - °C
120A1MBB15CT085XQ50,°C,kgw,4,120_A1_MBB15_CT085%#_#%%#_#%XQ50,external - °C
120A1MBB15CT086XQ50,°C,kgw,4,120_A1_MBB15_CT086%#_#%%#_#%XQ50,external - °C
120A1MBB15CT091XQ50,°C,kgw,4,120_A1_MBB15_CT091%#_#%%#_#%XQ50,external - °C
120A1MBB15CT092XQ50,°C,kgw,4,120_A1_MBB15_CT092%#_#%%#_#%XQ50,external - °C
120A1MBB15CT093XQ50,°C,kgw,4,120_A1_MBB15_CT093%#_#%%#_#%XQ50,external - °C
120A1MBB15CT094XQ50,°C,kgw,4,120_A1_MBB15_CT094%#_#%%#_#%XQ50,external - °C
120A1MBB15CT095XQ50,°C,kgw,4,120_A1_MBB15_CT095%#_#%%#_#%XQ50,external - °C
120A1MBB15CT096XQ50,°C,kgw,4,120_A1_MBB15_CT096%#_#%%#_#%XQ50,external - °C
120A1MBB15CT097XQ50,°C,kgw,4,120_A1_MBB15_CT097%#_#%%#_#%XQ50,external - °C
120A1MBB15CT098XQ50,°C,kgw,4,120_A1_MBB15_CT098%#_#%%#_#%XQ50,external - °C
120A1MBB15CT950XQ50,°C,kgw,4,120_A1_MBB15_CT950%#_#%%#_#%XQ50,external - °C
120A1MBB15DT099XQ50,°C,kgw,4,120_A1_MBB15_DT099%#_#%%#_#%XQ50,external - °C
120A1MBB30CP070XQ50,bara,kgw,4,120_A1_MBB30_CP070%#_#%%#_#%XQ50,external - bara
120A1MBB30CP071XQ50,bara,kgw,4,120_A1_MBB30_CP071%#_#%%#_#%XQ50,external - bara
120A1MBB30CP072XQ50,bara,kgw,4,120_A1_MBB30_CP072%#_#%%#_#%XQ50,external - bara
120A1MBB30CP073XQ50,bard,kgw,4,120_A1_MBB30_CP073%#_#%%#_#%XQ50,external - bard
120A1MBB30CP074XQ50,bard,kgw,4,120_A1_MBB30_CP074%#_#%%#_#%XQ50,external - bard
120A1MBB30CT081XQ50,,kgw,4,120_A1_MBB30_CT081%#_#%%#_#%XQ50,external
120A1MBB30CT082XQ50,°C,kgw,4,120_A1_MBB30_CT082%#_#%%#_#%XQ50,external - °C
120A1MBB30CT083XQ50,°C,kgw,4,120_A1_MBB30_CT083%#_#%%#_#%XQ50,external - °C
120A1MBB30CT084XQ50,°C,kgw,4,120_A1_MBB30_CT084%#_#%%#_#%XQ50,external - °C
120A1MBB30CT085XQ50,°C,kgw,4,120_A1_MBB30_CT085%#_#%%#_#%XQ50,external - °C
120A1MBB30CT086XQ50,°C,kgw,4,120_A1_MBB30_CT086%#_#%%#_#%XQ50,external - °C
120A1MBB30CT087XQ50,°C,kgw,4,120_A1_MBB30_CT087%#_#%%#_#%XQ50,external - °C
120A1MBB30CT088XQ50,°C,kgw,4,120_A1_MBB30_CT088%#_#%%#_#%XQ50,external - °C
120A1MBB30CT089XQ50,°C,kgw,4,120_A1_MBB30_CT089%#_#%%#_#%XQ50,external - °C
120A1MBB30CT970XQ50,°C,kgw,4,120_A1_MBB30_CT970%#_#%%#_#%XQ50,external - °C
120A1MBC20AA020XQ50,%,kgw,4,120_A1_MBC20_AA020%#_#%%#_#%XQ50,external - %
120A1MBC20AA021XQ50,%,kgw,4,120_A1_MBC20_AA021%#_#%%#_#%XQ50,external - %
120A1MBD10CS060XQ50,%,kgw,4,120_A1_MBD10_CS060%#_#%%#_#%XQ50,external - %
120A1MBD10CY010XQ50,um pp,kgw,4,120_A1_MBD10_CY010%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY011XQ50,um pp,kgw,4,120_A1_MBD10_CY011%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY020XQ50,um pp,kgw,4,120_A1_MBD10_CY020%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY021XQ50,um pp,kgw,4,120_A1_MBD10_CY021%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY030XQ50,um pp,kgw,4,120_A1_MBD10_CY030%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY031XQ50,um pp,kgw,4,120_A1_MBD10_CY031%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY040XQ50,um pp,kgw,4,120_A1_MBD10_CY040%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY041XQ50,um pp,kgw,4,120_A1_MBD10_CY041%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY050XQ50,um pp,kgw,4,120_A1_MBD10_CY050%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY051XQ50,um pp,kgw,4,120_A1_MBD10_CY051%#_#%%#_#%XQ50,external - um pp
120A1MBD10CY062XQ50,mm,kgw,4,120_A1_MBD10_CY062%#_#%%#_#%XQ50,external - mm
120A1MBD20CT060XQ50,°C,kgw,4,120_A1_MBD20_CT060%#_#%%#_#%XQ50,external - °C
120A1MBD20CT065XQ50,°C,kgw,4,120_A1_MBD20_CT065%#_#%%#_#%XQ50,external - °C
120A1MBD40CT070XQ50,°C,kgw,4,120_A1_MBD40_CT070%#_#%%#_#%XQ50,external - °C
120A1MBD50CS070XQ50,%,kgw,4,120_A1_MBD50_CS070%#_#%%#_#%XQ50,external - %
120A1MBD50CY072XQ50,mm,kgw,4,120_A1_MBD50_CY072%#_#%%#_#%XQ50,external - mm
120A1MBE00CE001XQ01,,kgw,4,120_A1_MBE00_CE001%#_#%%#_#%XQ01,GT
120A1MBK20CY064XQ50,mm/s rms,kgw,4,120_A1_MBK20_CY064%#_#%%#_#%XQ50,external - mm/s rms
120A1MBK20CY065XQ50,g rms,kgw,4,120_A1_MBK20_CY065%#_#%%#_#%XQ50,external - g rms
120A1MBK20CY074XQ50,mm/s rms,kgw,4,120_A1_MBK20_CY074%#_#%%#_#%XQ50,external - mm/s rms
120A1MBL20CP010XQ50,mbar,kgw,4,120_A1_MBL20_CP010%#_#%%#_#%XQ50,external - mbar
120A1MBL20CP015XQ50,mbar,kgw,4,120_A1_MBL20_CP015%#_#%%#_#%XQ50,external - mbar
120A1MBL40CT910XQ50,°C,kgw,4,120_A1_MBL40_CT910%#_#%%#_#%XQ50,external - °C
120A1MBP10CP013XQ50,barg,kgw,4,120_A1_MBP10_CP013%#_#%%#_#%XQ50,external - barg
120A1MBP11CP020XQ50,barg,kgw,4,120_A1_MBP11_CP020%#_#%%#_#%XQ50,external - barg
120A1MBP13CP021XQ50,bar,kgw,4,120_A1_MBP13_CP021%#_#%%#_#%XQ50,external - bar
120A1MBP13CT020XQ50,°C,kgw,4,120_A1_MBP13_CT020%#_#%%#_#%XQ50,external - °C
120A1MBP15CP026XQ50,barg,kgw,4,120_A1_MBP15_CP026%#_#%%#_#%XQ50,external - barg
120A1MBP20AA040XQ50,%,kgw,4,120_A1_MBP20_AA040%#_#%%#_#%XQ50,external - %
120A1MBP20CP940XQ50,bar,kgw,4,120_A1_MBP20_CP940%#_#%%#_#%XQ50,external - bar
120A1MBP30AA030XQ50,%,kgw,4,120_A1_MBP30_AA030%#_#%%#_#%XQ50,external - %
120A1MBP30AA031XQ50,%,kgw,4,120_A1_MBP30_AA031%#_#%%#_#%XQ50,external - %
120A1MBP30CP930XQ50,bar,kgw,4,120_A1_MBP30_CP930%#_#%%#_#%XQ50,external - bar
120A1MBV10CL010XQ50,cm,kgw,4,120_A1_MBV10_CL010%#_#%%#_#%XQ50,external - cm
120A1MBV10CP010XQ50,mbar,kgw,4,120_A1_MBV10_CP010%#_#%%#_#%XQ50,external - mbar
120A1MBV10CT010XQ50,°C,kgw,4,120_A1_MBV10_CT010%#_#%%#_#%XQ50,external - °C
120A1MBV40CP040XQ50,barg,kgw,4,120_A1_MBV40_CP040%#_#%%#_#%XQ50,external - barg
120A1MBV40CP940XQ50,bard,kgw,4,120_A1_MBV40_CP940%#_#%%#_#%XQ50,external - bard
120A1MBV45CP010XQ50,barg,kgw,4,120_A1_MBV45_CP010%#_#%%#_#%XQ50,external - barg
120A1MBV45CT010XQ50,°C,kgw,4,120_A1_MBV45_CT010%#_#%%#_#%XQ50,external - °C
120A1MBV86CT010XQ50,°C,kgw,4,120_A1_MBV86_CT010%#_#%%#_#%XQ50,external - °C
120A1MBV86CT030XQ50,°C,kgw,4,120_A1_MBV86_CT030%#_#%%#_#%XQ50,external - °C
120A1MBV86CT040XQ50,°C,kgw,4,120_A1_MBV86_CT040%#_#%%#_#%XQ50,external - °C
120A1MBV86CT930XQ50,delta °C,kgw,4,120_A1_MBV86_CT930%#_#%%#_#%XQ50,external - delta °C
120A1MBY00CF001XQ01,Nm³/h,kgw,4,120 A1 MBY00 CF001%#_#%%#_#%XQ01,GT GAS-F - Nm³/h
120A1MKA10CE001XQ01,kW,kgw,4,120 A1 MKA10 CE001%#_#%%#_#%XQ01,GT ACTV-POW GEN - kW
120A1MKD10CT030XQ50,°C,kgw,4,120_A1_MKD10_CT030%#_#%%#_#%XQ50,external - °C
120A1MKD10CY030XQ50,um pp,kgw,4,120_A1_MKD10_CY030%#_#%%#_#%XQ50,external - um pp
120A1MKD10CY031XQ50,um pp,kgw,4,120_A1_MKD10_CY031%#_#%%#_#%XQ50,external - um pp
120A1MKD20CT040XQ50,°C,kgw,4,120_A1_MKD20_CT040%#_#%%#_#%XQ50,external - °C
120A1MKD20CY040XQ50,um pp,kgw,4,120_A1_MKD20_CY040%#_#%%#_#%XQ50,external - um pp
120A1MKD20CY041XQ50,um pp,kgw,4,120_A1_MKD20_CY041%#_#%%#_#%XQ50,external - um pp
120A1MKF10CT062XQ50,°C,kgw,4,120_A1_MKF10_CT062%#_#%%#_#%XQ50,external - °C
120A1MKF10CT063XQ50,°C,kgw,4,120_A1_MKF10_CT063%#_#%%#_#%XQ50,external - °C
120A1MKF10CT072XQ50,°C,kgw,4,120_A1_MKF10_CT072%#_#%%#_#%XQ50,external - °C
120A1MKF10CT073XQ50,°C,kgw,4,120_A1_MKF10_CT073%#_#%%#_#%XQ50,external - °C
120A1MKJ10CT010XQ50,°C,kgw,4,120_A1_MKJ10_CT010%#_#%%#_#%XQ50,external - °C
120A1MKJ10CT020XQ50,°C,kgw,4,120_A1_MKJ10_CT020%#_#%%#_#%XQ50,external - °C
120A1MKJ10CT030XQ50,°C,kgw,4,120_A1_MKJ10_CT030%#_#%%#_#%XQ50,external - °C
120A1MKJF10CT060XQ50,°C,kgw,4,120_A1_MKJF10_CT060%#_#%%#_#%XQ50,external - °C
120A1MKJF10CT061XQ50,°C,kgw,4,120_A1_MKJF10_CT061%#_#%%#_#%XQ50,external - °C
120A1MKJF10CT070XQ50,°C,kgw,4,120_A1_MKJF10_CT070%#_#%%#_#%XQ50,external - °C
120A1MKJF10CT071XQ50,°C,kgw,4,120_A1_MKJF10_CT071%#_#%%#_#%XQ50,external - °C
120A1MKY10CE010XQ50,Vac,kgw,4,120_A1_MKY10_CE010%#_#%%#_#%XQ50,external - Vac
120A1MKY10CE013XQ50,Vac,kgw,4,120_A1_MKY10_CE013%#_#%%#_#%XQ50,external - Vac
120A1MKY10CE014XQ50,Vac,kgw,4,120_A1_MKY10_CE014%#_#%%#_#%XQ50,external - Vac
120A1MKY10CE015XQ50,Vac,kgw,4,120_A1_MKY10_CE015%#_#%%#_#%XQ50,external - Vac
120A1MKY10CE016XQ50,%,kgw,4,120_A1_MKY10_CE016%#_#%%#_#%XQ50,external - %
120A1MKY10CE017XQ50,Vdc,kgw,4,120_A1_MKY10_CE017%#_#%%#_#%XQ50,external - Vdc
120A1MKY10CE019XQ50,kW,kgw,4,120_A1_MKY10_CE019%#_#%%#_#%XQ50,external - kW
120A1MKY10CE020XQ50,Hz,kgw,4,120_A1_MKY10_CE020%#_#%%#_#%XQ50,external - Hz
120A1MKY10CE021XQ50,A,kgw,4,120_A1_MKY10_CE021%#_#%%#_#%XQ50,external - A
120A1MKY10CE022XQ50,kW,kgw,4,120_A1_MKY10_CE022%#_#%%#_#%XQ50,external - kW
120A1MKY10CE023XQ50,,kgw,4,120_A1_MKY10_CE023%#_#%%#_#%XQ50,external
120A1MKY10CE024XQ50,A,kgw,4,120_A1_MKY10_CE024%#_#%%#_#%XQ50,external - A
120A1MKY10CE025XQ50,A,kgw,4,120_A1_MKY10_CE025%#_#%%#_#%XQ50,external - A
120A1MKY10CE026XQ50,A,kgw,4,120_A1_MKY10_CE026%#_#%%#_#%XQ50,external - A
120A1MKY10CE027XQ50,%,kgw,4,120_A1_MKY10_CE027%#_#%%#_#%XQ50,external - %
120A1MKY10CE028XQ50,%,kgw,4,120_A1_MKY10_CE028%#_#%%#_#%XQ50,external - %
120A1MKY10CE030XQ50,,kgw,4,120_A1_MKY10_CE030%#_#%%#_#%XQ50,external
120A1MKY10CE070XQ50,kVA,kgw,4,120_A1_MKY10_CE070%#_#%%#_#%XQ50,external - kVA
120A1MKY10CE071XQ50,A,kgw,4,120_A1_MKY10_CE071%#_#%%#_#%XQ50,external - A
120A1MKY10CE080XQ50,kW,kgw,4,120_A1_MKY10_CE080%#_#%%#_#%XQ50,external - kW
120A1MKY10CE090XQ50,kW,kgw,4,120_A1_MKY10_CE090%#_#%%#_#%XQ50,GT ACTV-POW GEN - kW
120A1MKY10CF010XQ50,kg/h,kgw,4,120_A1_MKY10_CF010%#_#%%#_#%XQ50,external - kg/h
120A1MKY10CM010XQ50,%,kgw,4,120_A1_MKY10_CM010%#_#%%#_#%XQ50,external - %
120A1MKY10CP010XQ50,bar,kgw,4,120_A1_MKY10_CP010%#_#%%#_#%XQ50,external - bar
120A1MKY10CP011XQ50,mbar,kgw,4,120_A1_MKY10_CP011%#_#%%#_#%XQ50,external - mbar
120A1MKY10CP012XQ50,barg,kgw,4,120_A1_MKY10_CP012%#_#%%#_#%XQ50,external - barg
120A1MKY10CP013XQ50,barg,kgw,4,120_A1_MKY10_CP013%#_#%%#_#%XQ50,external - barg
120A1MKY10CP014XQ50,barg,kgw,4,120_A1_MKY10_CP014%#_#%%#_#%XQ50,external - barg
120A1MKY10CP015XQ50,bard,kgw,4,120_A1_MKY10_CP015%#_#%%#_#%XQ50,external - bard
120A1MKY10CP016XQ50,bard,kgw,4,120_A1_MKY10_CP016%#_#%%#_#%XQ50,external - bard
120A1MKY10CP017XQ55,bard,kgw,4,120_A1_MKY10_CP017%#_#%%#_#%XQ55,external - bard
120A1MKY10CP018XQ55,barg,kgw,4,120_A1_MKY10_CP018%#_#%%#_#%XQ55,external - barg
120A1MKY10CP019XQ50,mbar,kgw,4,120_A1_MKY10_CP019%#_#%%#_#%XQ50,external - mbar
120A1MKY10CP020XQ50,bar,kgw,4,120_A1_MKY10_CP020%#_#%%#_#%XQ50,external - bar
120A1MKY10CP021XQ50,bar,kgw,4,120_A1_MKY10_CP021%#_#%%#_#%XQ50,external - bar
120A1MKY10CP022XQ50,bar,kgw,4,120_A1_MKY10_CP022%#_#%%#_#%XQ50,external - bar
120A1MKY10CP023XQ50,bar,kgw,4,120_A1_MKY10_CP023%#_#%%#_#%XQ50,external - bar
120A1MKY10CP024XQ50,bar,kgw,4,120_A1_MKY10_CP024%#_#%%#_#%XQ50,external - bar
120A1MKY10CP025XQ50,bar,kgw,4,120_A1_MKY10_CP025%#_#%%#_#%XQ50,external - bar
120A1MKY10CP026XQ50,bar,kgw,4,120_A1_MKY10_CP026%#_#%%#_#%XQ50,external - bar
120A1MKY10CPP01XQ50,%,kgw,4,120_A1_MKY10_CPP01%#_#%%#_#%XQ50,external - %
120A1MKY10CS010XQ50,0,kgw,4,120_A1_MKY10_CS010%#_#%%#_#%XQ50,external - 0
120A1MKY10CT010XQ50,°C,kgw,4,120_A1_MKY10_CT010%#_#%%#_#%XQ50,external - °C
120A1MKY10CT012XQ50,°C,kgw,4,120_A1_MKY10_CT012%#_#%%#_#%XQ50,external - °C
120A1MKY10CT013XQ50,°C,kgw,4,120_A1_MKY10_CT013%#_#%%#_#%XQ50,external - °C
120A1MKY10CT014XQ50,°C,kgw,4,120_A1_MKY10_CT014%#_#%%#_#%XQ50,external - °C
120A1MKY10CT015XQ50,°C,kgw,4,120_A1_MKY10_CT015%#_#%%#_#%XQ50,external - °C
120A1MKY10CT016XQ50,°C,kgw,4,120_A1_MKY10_CT016%#_#%%#_#%XQ50,external - °C
120A1MKY10CT017XQ50,°C,kgw,4,120_A1_MKY10_CT017%#_#%%#_#%XQ50,external - °C
120A1MKY10CT018XQ50,°C,kgw,4,120_A1_MKY10_CT018%#_#%%#_#%XQ50,external - °C
120A1MKY10CT019XQ50,°C,kgw,4,120_A1_MKY10_CT019%#_#%%#_#%XQ50,external - °C
120A1MKY10CT021XQ50,°C,kgw,4,120_A1_MKY10_CT021%#_#%%#_#%XQ50,external - °C
120A1MKY10CT022XQ50,,kgw,4,120_A1_MKY10_CT022%#_#%%#_#%XQ50,external
120A1MKY10CT023XQ50,°C,kgw,4,120_A1_MKY10_CT023%#_#%%#_#%XQ50,external - °C
120A1MKY10CT024XQ50,°C,kgw,4,120_A1_MKY10_CT024%#_#%%#_#%XQ50,external - °C
120A1MKY10CT025XQ50,°C,kgw,4,120_A1_MKY10_CT025%#_#%%#_#%XQ50,external - °C
120A1MKY10CT026XQ50,°C,kgw,4,120_A1_MKY10_CT026%#_#%%#_#%XQ50,external - °C
120A1MKY10CT027XQ50,,kgw,4,120_A1_MKY10_CT027%#_#%%#_#%XQ50,external
120A1MKY10CZ010XQ50,kW,kgw,4,120_A1_MKY10_CZ010%#_#%%#_#%XQ50,external - kW
120A1MKY10EE010XQ50,mbar rms,kgw,4,120_A1_MKY10_EE010%#_#%%#_#%XQ50,external - mbar rms
120A1MKY10ZQ010XQ50,0,kgw,4,120_A1_MKY10_ZQ010%#_#%%#_#%XQ50,external - 0
120A1MKY10ZQ011XQ50,N,kgw,4,120_A1_MKY10_ZQ011%#_#%%#_#%XQ50,external - N
120A1MKY10ZQ012XQ50,%,kgw,4,120_A1_MKY10_ZQ012%#_#%%#_#%XQ50,external - VGV1 Position %
120A1UMB30CT010XQ50,°C,kgw,4,120_A1_UMB30_CT010%#_#%%#_#%XQ50,external - °C
120A1UMB80CP080XQ50,mbar,kgw,4,120_A1_UMB80_CP080%#_#%%#_#%XQ50,external - mbar
120A5CFE01CT001XQ01,°C,kgw,4,120_A5_CFE01_CT001%#_#%%#_#%XQ01,external - °C
120A5CFE01EG101XG01,,kgw,4,120_A5_CFE01_EG101%#_#%%#_#%XG01,external
120A5HAC00DL001XQ01,t/h,kgw,4,120 A5 HAC00 DL001%#_#%%#_#%XQ01,external - t/h
120A5HAC10AA001AXQ01,%,kgw,4,120 A5 HAC10 AA001A%#_#%%#_#%XQ01,external - %
120A5HAC10AA002AXQ01,%,kgw,4,120 A5 HAC10 AA002A%#_#%%#_#%XQ01,external - %
120A5HAC10AA010XQ10,%,kgw,4,120 A5 HAC10 AA010%#_#%%#_#%XQ10,external - %
120A5HAC10CP901XQ01,bar,kgw,4,120 A5 HAC10 CP901%#_#%%#_#%XQ01,external - bar
120A5HAC10CT001XQ01,°C,kgw,4,120 A5 HAC10 CT001%#_#%%#_#%XQ01,external - °C
120A5HAC10DP010XD,%,kgw,4,120 A5 HAC10 DP010%#_#%%#_#%XD,external - %
120A5HAD10AA001AXQ01,%,kgw,4,120 A5 HAD10 AA001A%#_#%%#_#%XQ01,external - %
120A5HAD10AA101AXQ01,%,kgw,4,120 A5 HAD10 AA101A%#_#%%#_#%XQ01,external - %
120A5HAD10CF001XQ01,t/h,kgw,4,120 A5 HAD10 CF001%#_#%%#_#%XQ01,external - t/h
120A5HAD10CP001XQ01,bar,kgw,4,120_A5_HAD10_CP001%#_#%%#_#%XQ01,external - bar
120A5HAD10DF001XD,%,kgw,4,120 A5 HAD10 DF001%#_#%%#_#%XD,external - %
120A5HAD10FL7011XQ01,mm,kgw,4,120_A5_HAD10_FL701%#_#%%#_#%1XQ01,external - mm
120A5HAD10FL701ZQ01,,kgw,4,120_A5_HAD10_FL701%#_#%%#_#%ZQ01,external
120A5HAD10FL702XQ01,mm,kgw,4,120_A5_HAD10_FL702%#_#%%#_#%XQ01,external - mm
120A5HAD10FL702ZQ01,,kgw,4,120_A5_HAD10_FL702%#_#%%#_#%ZQ01,external
120A5HAD10FL703XQ01,mm,kgw,4,120_A5_HAD10_FL703%#_#%%#_#%XQ01,external - mm
120A5HAD10FL703ZQ01,,kgw,4,120_A5_HAD10_FL703%#_#%%#_#%ZQ01,external
120A5HAD10FL901XQ01,,kgw,4,120_A5_HAD10_FL901%#_#%%#_#%XQ01,external
120A5HAH10AA001AXQ01,%,kgw,4,120 A5 HAH10 AA001A%#_#%%#_#%XQ01,external - %
120A5HAH10AA001AXQ01,%,kgw,4,120 A5 HAH10 AA001A%#_#%%#_#%XQ01s,external - %
120A5HAH10AA001XC01,,kgw,4,120 A5 HAH10 AA001%#_#%%#_#%XC01,external
120A5HAH10AA001XC95,,kgw,4,120 A5 HAH10 AA001%#_#%%#_#%XC95,external
120A5HAH10CT011XQ01,°C,kgw,4,120 A5 HAH10 CT011%#_#%%#_#%XQ01,external - °C
120A5HAH10CT012XQ01,°C,kgw,4,120 A5 HAH10 CT012%#_#%%#_#%XQ01,external - °C
120A5HAH10CT013XQ01,°C,kgw,4,120 A5 HAH10 CT013%#_#%%#_#%XQ01,external - °C
120A5HAH10CT021XQ01,°C,kgw,4,120 A5 HAH10 CT021%#_#%%#_#%XQ01,external - °C
120A5HAH10CT022XQ01,°C,kgw,4,120 A5 HAH10 CT022%#_#%%#_#%XQ01,external - °C
120A5HAH10CT921XQ01,°C,kgw,4,120 A5 HAH10 CT921%#_#%%#_#%XQ01,external - °C
120A5HAH10DT001XQ10,°C,kgw,4,120 A5 HAH10 DT001%#_#%%#_#%XQ10,external - °C
120A5HBK10CT001XQ01,°C,kgw,4,120 A5 HBK10 CT001%#_#%%#_#%XQ01,HRSG T RG BHND SUPPLEM-FIR - °C
120A5HHA00CQ001ZQ03,MW,kgw,4,120_A5_HHA00_CQ001%#_#%%#_#%ZQ03,FeuerungswärmeleistgGT+K5 - MW
120A5HHA11CR002AXG02,,kgw,4,120_A5_HHA11_CR002A%#_#%%#_#%XG02,external
120A5HHA12CR001AXG02,,kgw,4,120_A5_HHA12_CR001A%#_#%%#_#%XG02,external
120A5HHA12CR002AXG02,,kgw,4,120_A5_HHA12_CR002A%#_#%%#_#%XG02,external
120A5HHA13CR002AXG02,,kgw,4,120_A5_HHA13_CR002A%#_#%%#_#%XG02,external
120A5HHA14CR002AXG02,,kgw,4,120_A5_HHA14_CR002A%#_#%%#_#%XG02,external
120A5HHG00CE001XQ01,,kgw,4,120_A5_HHG00_CE001%#_#%%#_#%XQ01,Zusatzfeuerung
120A5HHG10CG001XQ01,%,kgw,4,120 A5 HHG10 CG001%#_#%%#_#%XQ01,external - %
120A5HHG10CT001XQ01,°C,kgw,4,120 A5 HHG10 CT001%#_#%%#_#%XQ01,external - °C
120A5HHG10DF001XD,%,kgw,4,120 A5 HHG10 DF001%#_#%%#_#%XD,external - %
120A5HHG10FF001XQ01,Nm³/h,kgw,4,120 A5 HHG10 FF001%#_#%%#_#%XQ01,HRSG GAS-F BRN-GRP 1 - Nm³/h
120A5HHG10FF002XQ01,Nm³/h,kgw,4,120 A5 HHG10 FF002%#_#%%#_#%XQ01,HRSG SUM GAS-F SUPPLEM-FIR - Nm³/h
120A5HHG13CG001XQ01,%,kgw,4,120 A5 HHG13 CG001%#_#%%#_#%XQ01,external - %
