metric_id,metric_unit,asset_id,opc_ns,opc_id,notes
120A5HHG13DF001XD,%,kgw,4,120 A5 HHG13 DF001%#_#%%#_#%XD,external - %
120A5HHG13FF001XQ01,Nm³/h,kgw,4,120 A5 HHG13 FF001%#_#%%#_#%XQ01,HRSG GAS-F BRN-GRP 2 - Nm³/h
120A5HNA20CF001XQ01,Nm³/h,kgw,4,120_A5_HNA20_CF001%#_#%%#_#%XQ01,external - Nm³/h
120A5HNA20CQ001XQ11,Vol%,kgw,4,120_A5_HNA20_CQ001%#_#%%#_#%XQ11,external - Vol%
120A5HNA20CQ002XQ11,mg/Nm³,kgw,4,120_A5_HNA20_CQ002%#_#%%#_#%XQ11,external - mg/Nm³
120A5HNA20CQ003XQ11,mg/Nm³,kgw,4,120_A5_HNA20_CQ003%#_#%%#_#%XQ11,external - mg/Nm³
120A5HNA20CT041XQ01,°C,kgw,4,120_A5_HNA20_CT041%#_#%%#_#%XQ01,HRSG FLU-GAS BEF STK - °C
120A5LAB20AA001AXQ01,%,kgw,4,120 A5 LAB20 AA001A%#_#%%#_#%XQ01,external - %
120A5LAB20AA001XQ01,%,kgw,4,120 A5 LAB20 AA001%#_#%%#_#%XQ01,external - %
120A5LAB20CT001XQ01,°C,kgw,4,120 A5 LAB20 CT001%#_#%%#_#%XQ01,external - °C
120A5LAB20CT011XQ01,°C,kgw,4,120 A5 LAB20 CT011%#_#%%#_#%XQ01,external - °C
120A5LAB20CT021XQ01,°C,kgw,4,120 A5 LAB20 CT021%#_#%%#_#%XQ01,external - °C
120A5LAB20DT001XD,%,kgw,4,120 A5 LAB20 DT001%#_#%%#_#%XD,external - %
120A5LAB21CG101XG01,,kgw,4,120 A5 LAB21 CG101%#_#%%#_#%XG01,external
120A5LAB22CG101XG01,,kgw,4,120 A5 LAB22 CG101%#_#%%#_#%XG01,external
120A5LAB22CP001XQ01,bar,kgw,4,120 A5 LAB22 CP001%#_#%%#_#%XQ01,P FW BEF HRSG - bar
120A5LAB30CF901XQ01,t/h,kgw,4,120 A5 LAB30 CF901%#_#%%#_#%XQ01,F FW BEF HRSG 1O-O2 - t/h
120A5LAB30CT001XQ01,°C,kgw,4,120 A5 LAB30 CT001%#_#%%#_#%XQ01,T FW BEF HRSG - °C
120A5LAC21AP001XB01,,kgw,4,120 A5 LAC21 AP001%#_#%%#_#%XB01,external
120A5LAC22AP001XB01,,kgw,4,120 A5 LAC22 AP001%#_#%%#_#%XB01,external
120A5LAC22CP751XG01,,kgw,4,120 A5 LAC22 CP751%#_#%%#_#%XG01,external
120A5LAC22CP751XM01,,kgw,4,120 A5 LAC22 CP751%#_#%%#_#%XM01,external
120A5LAC22CP752XG01,,kgw,4,120 A5 LAC22 CP752%#_#%%#_#%XG01,external
120A5LAC22CS701XG01,,kgw,4,120 A5 LAC22 CS701%#_#%%#_#%XG01,external
120A5LAC22CT711XQ01,°C,kgw,4,120 A5 LAC22 CT711%#_#%%#_#%XQ01,external - °C
120A5LAC22CT712XQ01,°C,kgw,4,120 A5 LAC22 CT712%#_#%%#_#%XQ01,external - °C
120A5LAC22CT713XQ01,°C,kgw,4,120 A5 LAC22 CT713%#_#%%#_#%XQ01,external - °C
120A5LAC22CT714XQ01,°C,kgw,4,120 A5 LAC22 CT714%#_#%%#_#%XQ01,external - °C
120A5LAC22CT715XQ01,°C,kgw,4,120 A5 LAC22 CT715%#_#%%#_#%XQ01,external - °C
120A5LAC22CT716XQ01,°C,kgw,4,120 A5 LAC22 CT716%#_#%%#_#%XQ01,external - °C
120A5LBA00CE001XQ01,bar,kgw,4,120_A5_LBA00_CE001%#_#%%#_#%XQ01,Druckregelung 110bar
120A5LBA10AA101AXQ01,%,kgw,4,120 A5 LBA10 AA101A%#_#%%#_#%XQ01,external - %
120A5LBA10AA102AXQ01,%,kgw,4,120 A5 LBA10 AA102A%#_#%%#_#%XQ01,external - %
120A5LBA10CF901XQ01,t/h,kgw,4,120 A5 LBA10 CF901%#_#%%#_#%XQ01,external - t/h
120A5LBA10CP011XQ01,bar,kgw,4,120 A5 LBA10 CP011%#_#%%#_#%XQ01,P hi HeiDaSchi AbHKes - bar
120A5LBA10CP901XQ01,bar,kgw,4,120 A5 LBA10 CP901%#_#%%#_#%XQ01,AHDE P LVE-STM - bar
120A5LBA10CT001XQ01,°C,kgw,4,120_A5_LBA10_CT001%#_#%%#_#%XQ01,external - °C
120A5LBA10CT002XQ01,°C,kgw,4,120_A5_LBA10_CT002%#_#%%#_#%XQ01,external - °C
120A5LBA10CT004XQ01,°C,kgw,4,120 A5 LBA10 CT004%#_#%%#_#%XQ01,external - °C
120A5LBA10CT011XQ01,°C,kgw,4,120 A5 LBA10 CT011%#_#%%#_#%XQ01,T hi HeiDaSchi AbHKes - °C
120A5LBA10CT901XQ01,°C,kgw,4,120_A5_LBA10_CT901%#_#%%#_#%XQ01,AHDE T LVE-STM - °C
120A5LBA10DP001XQ01,,kgw,4,120 A5 LBA10 DP001%#_#%%#_#%XQ01,HD Lastregelung
120A5LBA10FF901XQ01,t/h,kgw,4,120 A5 LBA10 FF901%#_#%%#_#%XQ01,HRSG FLOW-RT LVE-STM - t/h
120A5LBE14CT001XQ01,°C,kgw,4,120 A5 LBE14 CT001%#_#%%#_#%XQ01,external - °C
120A5LBH10AA001AXQ01,%,kgw,4,120 A5 LBH10 AA001A%#_#%%#_#%XQ01,external - %
120A5LBH10AA101AXQ01,%,kgw,4,120 A5 LBH10 AA101A%#_#%%#_#%XQ01,external - %
120A5LBY01DP001XQ01,bar,kgw,4,120 A5 LBY01 DP001%#_#%%#_#%XQ01,external - bar
120A5MAC21CP101XG01,,kgw,4,120 A5 MAC21 CP101%#_#%%#_#%XG01,external
120A5MAC21GS010XQ01,U/min,kgw,4,120 A5 MAC21 GS010%#_#%%#_#%XQ01,external - U/min
120A5MAK21CT001XQ01,°C,kgw,4,120 A5 MAK21 CT001%#_#%%#_#%XQ01,external - °C
120A5MAK21CT002XQ01,°C,kgw,4,120 A5 MAK21 CT002%#_#%%#_#%XQ01,external - °C
120A5MAK21CT003XQ01,°C,kgw,4,120 A5 MAK21 CT003%#_#%%#_#%XQ01,external - °C
120A5MAK21CT004XQ01,°C,kgw,4,120 A5 MAK21 CT004%#_#%%#_#%XQ01,external - °C
120A5MAK21CT005XQ01,°C,kgw,4,120 A5 MAK21 CT005%#_#%%#_#%XQ01,external - °C
120A5MAK21CT006XQ01,°C,kgw,4,120 A5 MAK21 CT006%#_#%%#_#%XQ01,external - °C
120A5MAV21AP002XB01,,kgw,4,120 A5 MAV21 AP002%#_#%%#_#%XB01,external
120A5MAV21CP001XQ01,bar,kgw,4,120 A5 MAV21 CP001%#_#%%#_#%XQ01,external - bar
120A5MAV21CP101ZG01,,kgw,4,120 A5 MAV21 CP101%#_#%%#_#%ZG01,external
120A5MAV21CP102XG54,,kgw,4,120 A5 MAV21 CP102%#_#%%#_#%XG54,external
120A5MAV21CP103XG52,,kgw,4,120 A5 MAV21 CP103%#_#%%#_#%XG52,external
120A5MAV21CP111XG52,,kgw,4,120 A5 MAV21 CP111%#_#%%#_#%XG52,external
120A5MAV21CT001XQ01,°C,kgw,4,120 A5 MAV21 CT001%#_#%%#_#%XQ01,external - °C
120A5QUB10CQ001XQ01,µS/cm,kgw,4,120 A5 QUB10 CQ001%#_#%%#_#%XQ01,external - µS/cm
120A5QUB10CQ002XQ01,µS/cm,kgw,4,120 A5 QUB10 CQ002%#_#%%#_#%XQ01,external - µS/cm
120A5QUH10CQ001XQ01,µS/cm,kgw,4,120 A5 QUH10 CQ001%#_#%%#_#%XQ01,external - µS/cm
120A5QUH10CQ002XQ01,PH,kgw,4,120 A5 QUH10 CQ002%#_#%%#_#%XQ01,external - PH
120A5QUH10CQ003XQ01,µS/cm,kgw,4,120 A5 QUH10 CQ003%#_#%%#_#%XQ01,external - µS/cm
120A0CJA90DE001XQ83,,kgw,4,120_A0_CJA90_DE001%#_#%%#_#%XQ83,Differenz Soll- und Istwert 110kV
120A0CJA00EE014XQ01,,kgw,4,120_A0_CJA00_EE014%#_#%%#_#%XQ01,BesichReihFolg 1
120A0CJA00EE014XQ03,,kgw,4,120_A0_CJA00_EE014%#_#%%#_#%XQ03,BesichReihFolg 2
120A0CJA00EE014XQ05,,kgw,4,120_A0_CJA00_EE014%#_#%%#_#%XQ05,BesichReihFolg 3
120A0CJA00EE014XQ07,,kgw,4,120_A0_CJA00_EE014%#_#%%#_#%XQ07,BesichReihFolg 4
120A0CJA00DU900XQ01,,kgw,4,120_A0_CJA00_DU900%#_#%%#_#%XQ01,Durchflussschätzung RedStat 110/7
120A0CJA00DU900XQ02,,kgw,4,120_A0_CJA00_DU900%#_#%%#_#%XQ02,Durchflussschätzung RedStat 110/24
